period,kind,part,code,measure,independent,primary,difference,status
2024-02,monthly,Part_2,C_999,over52_count,304919.0,304919.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_999,open_count,252.0,252.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_999,within18_share,0.5755821320337374,0.575582132034,-2.625677453238495e-13,VERIFIED
2024-02,monthly,Part_2,C_999,middle_share,0.3839610864244444,0.383961086424,4.443667656062189e-13,VERIFIED
2024-02,monthly,Part_2,C_999,over52_share,0.0404567815418181,0.0404567815418,1.810357419529396e-14,VERIFIED
2024-02,monthly,Part_2,C_999,closed_share,0.9999665645337006,0.999966564534,-2.994271497414047e-13,VERIFIED
2024-02,monthly,Part_2,C_999,gap_weeks,26.62936136585008,26.6293613659,-4.991917990082584e-11,VERIFIED
2024-03,monthly,Part_2,C_100,total,421329.0,421329.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_100,within18_count,233438.0,233438.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_100,middle_count,166896.0,166896.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_100,over52_count,20995.0,20995.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_100,open_count,17.0,17.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_100,within18_share,0.5540515843912952,0.554051584391,2.952083022478291e-13,VERIFIED
2024-03,monthly,Part_2,C_100,middle_share,0.3961179980490306,0.396117998049,3.058664432842306e-14,VERIFIED
2024-03,monthly,Part_2,C_100,over52_share,0.0498304175596742,0.0498304175597,-2.5798807534727075e-14,VERIFIED
2024-03,monthly,Part_2,C_100,closed_share,0.9999596514837572,0.999959651484,-2.4280577548552174e-13,VERIFIED
2024-03,monthly,Part_2,C_100,gap_weeks,28.32158812615955,28.3215881262,-4.0451197946822504e-11,VERIFIED
2024-03,monthly,Part_2,C_110,total,835449.0,835449.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_110,within18_count,448436.0,448436.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_110,middle_count,343897.0,343897.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_110,over52_count,43116.0,43116.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_110,open_count,28.0,28.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_110,within18_share,0.5367604725123856,0.536760472512,3.8558045645231687e-13,VERIFIED
2024-03,monthly,Part_2,C_110,middle_share,0.4116313503277878,0.411631350328,-2.1221913115709867e-13,VERIFIED
2024-03,monthly,Part_2,C_110,over52_share,0.0516081771598266,0.0516081771598,2.6603719227580314e-14,VERIFIED
2024-03,monthly,Part_2,C_110,closed_share,0.9999664850876594,0.999966485088,-3.4061642395499803e-13,VERIFIED
2024-03,monthly,Part_2,C_110,gap_weeks,28.635607347422493,28.6356073474,2.249223030048597e-11,VERIFIED
2024-03,monthly,Part_2,C_120,total,639365.0,639365.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_120,within18_count,313073.0,313073.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_120,middle_count,283224.0,283224.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_120,over52_count,43068.0,43068.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_120,open_count,18.0,18.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_120,within18_share,0.4896623994119165,0.489662399412,-8.348877145181177e-14,VERIFIED
2024-03,monthly,Part_2,C_120,middle_share,0.4429770162583188,0.442977016258,3.188005415211137e-13,VERIFIED
2024-03,monthly,Part_2,C_120,over52_share,0.0673605843297646,0.0673605843298,-3.5388358909926865e-14,VERIFIED
2024-03,monthly,Part_2,C_120,closed_share,0.9999718470670118,0.999971847067,1.176836406102666e-14,VERIFIED
2024-03,monthly,Part_2,C_120,gap_weeks,31.856855151045707,31.856855151,4.5705661477768444e-11,VERIFIED
2024-03,monthly,Part_2,C_130,total,611342.0,611342.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_130,within18_count,391359.0,391359.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_130,middle_count,204546.0,204546.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_130,over52_count,15437.0,15437.0,0.0,VERIFIED
2024-03,monthly,Part_2,C_130,open_count,3.0,3.0,0.0,VERIFIED
