previous_period,period,provider,provider_name,before,after,difference,same_provider
2025-02,2025-03,NRP,BEACON MEDICAL SERVICES GROUP LIMITED,333,326,-7,True
2025-02,2025-03,NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",537,491,-46,True
2025-02,2025-03,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",1406,1506,100,True
2025-02,2025-03,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",880,766,-114,True
2025-02,2025-03,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",322,279,-43,True
2025-02,2025-03,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",392,393,1,True
2025-02,2025-03,NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",311,311,0,True
2025-02,2025-03,NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",56,46,-10,True
2025-02,2025-03,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",1239,1122,-117,True
2025-02,2025-03,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",1427,1366,-61,True
2025-02,2025-03,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",571,608,37,True
2025-02,2025-03,NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",383,423,40,True
2025-02,2025-03,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",480,490,10,True
2025-02,2025-03,NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",434,348,-86,True
2025-02,2025-03,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",222,194,-28,True
2025-02,2025-03,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",257,268,11,True
2025-02,2025-03,NT225,"NUFFIELD HEALTH, LEEDS HOSPITAL",1645,1668,23,True
2025-02,2025-03,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",512,574,62,True
2025-02,2025-03,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",573,554,-19,True
2025-02,2025-03,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",1311,1156,-155,True
2025-02,2025-03,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",1158,1050,-108,True
2025-02,2025-03,NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",214,170,-44,True
2025-02,2025-03,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",1380,1384,4,True
2025-02,2025-03,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",240,240,0,True
2025-02,2025-03,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",242,218,-24,True
2025-02,2025-03,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",612,685,73,True
2025-02,2025-03,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",501,552,51,True
2025-02,2025-03,NT245,"NUFFIELD HEALTH, YORK HOSPITAL",555,531,-24,True
2025-02,2025-03,NT301,SPIRE SOUTH BANK HOSPITAL,815,841,26,True
2025-02,2025-03,NT302,SPIRE BRISTOL HOSPITAL,772,792,20,True
2025-02,2025-03,NT304,SPIRE SOUTHAMPTON HOSPITAL,441,575,134,True
2025-02,2025-03,NT305,SPIRE PORTSMOUTH HOSPITAL,441,409,-32,True
2025-02,2025-03,NT308,SPIRE GATWICK PARK HOSPITAL,1102,1121,19,True
2025-02,2025-03,NT30A,SPIRE NOTTINGHAM HOSPITAL,541,585,44,True
2025-02,2025-03,NT312,SPIRE ALEXANDRA HOSPITAL,1226,1342,116,True
2025-02,2025-03,NT313,SPIRE WELLESLEY HOSPITAL,1426,1304,-122,True
2025-02,2025-03,NT314,SPIRE LONDON EAST,1889,1948,59,True
2025-02,2025-03,NT315,SPIRE BUSHEY HOSPITAL,576,723,147,True
2025-02,2025-03,NT316,SPIRE HARPENDEN HOSPITAL,502,545,43,True
2025-02,2025-03,NT317,SPIRE CAMBRIDGE LEA HOSPITAL,337,356,19,True
2025-02,2025-03,NT318,SPIRE NORWICH HOSPITAL,307,358,51,True
2025-02,2025-03,NT319,SPIRE HARTSWOOD HOSPITAL,1304,1289,-15,True
2025-02,2025-03,NT320,SPIRE PARKWAY HOSPITAL,1416,1284,-132,True
2025-02,2025-03,NT321,SPIRE LITTLE ASTON HOSPITAL,1624,1679,55,True
2025-02,2025-03,NT322,SPIRE LEICESTER HOSPITAL,457,546,89,True
2025-02,2025-03,NT324,SPIRE CHESHIRE HOSPITAL,1170,985,-185,True
2025-02,2025-03,NT325,SPIRE MURRAYFIELD HOSPITAL,506,542,36,True
2025-02,2025-03,NT327,SPIRE MANCHESTER HOSPITAL,819,846,27,True
2025-02,2025-03,NT332,SPIRE LEEDS HOSPITAL,861,821,-40,True
2025-02,2025-03,NT333,SPIRE WASHINGTON HOSPITAL,1485,1546,61,True
2025-02,2025-03,NT337,SPIRE LIVERPOOL HOSPITAL,3017,3085,68,True
2025-02,2025-03,NT339,SPIRE REGENCY HOSPITAL,1821,1715,-106,True
2025-02,2025-03,NT343,SPIRE THAMES VALLEY HOSPITAL,424,363,-61,True
2025-02,2025-03,NT344,SPIRE DUNEDIN HOSPITAL,251,235,-16,True
2025-02,2025-03,NT345,SPIRE CLARE PARK HOSPITAL,251,341,90,True
2025-02,2025-03,NT347,SPIRE FYLDE COAST HOSPITAL,2994,3137,143,True
2025-02,2025-03,NT348,SPIRE ELLAND HOSPITAL,1086,1237,151,True
2025-02,2025-03,NT350,SPIRE METHLEY PARK HOSPITAL,1225,1318,93,True
2025-02,2025-03,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,3101,3018,-83,True
2025-02,2025-03,NT364,SPIRE MONTEFIORE HOSPITAL,1545,1400,-145,True
2025-02,2025-03,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,1113,1039,-74,True
2025-02,2025-03,NT401,ALEXANDRA HOSPITAL,733,739,6,True
2025-02,2025-03,NT402,BATH CLINIC,835,861,26,True
2025-02,2025-03,NT403,BEARDWOOD HOSPITAL,2728,2796,68,True
2025-02,2025-03,NT404,BEAUMONT HOSPITAL,2535,2335,-200,True
2025-02,2025-03,NT405,BISHOPS WOOD HOSPITAL,625,578,-47,True
2025-02,2025-03,NT406,BLACKHEATH HOSPITAL,1467,1452,-15,True
2025-02,2025-03,NT408,CHAUCER HOSPITAL,600,606,6,True
2025-02,2025-03,NT409,CHELSFIELD PARK HOSPITAL,590,633,43,True
2025-02,2025-03,NT410,CHILTERN HOSPITAL,535,527,-8,True
2025-02,2025-03,NT411,CLEMENTINE CHURCHILL HOSPITAL,1873,1871,-2,True
2025-02,2025-03,NT412,DROITWICH SPA HOSPITAL,2182,2136,-46,True
2025-02,2025-03,NT416,HENDON HOSPITAL,826,859,33,True
2025-02,2025-03,NT417,GORING HALL HOSPITAL,1233,1083,-150,True
2025-02,2025-03,NT418,HAMPSHIRE CLINIC,366,312,-54,True
2025-02,2025-03,NT419,HARBOUR HOSPITAL,160,170,10,True
2025-02,2025-03,NT420,HIGHFIELD HOSPITAL,964,1050,86,True
2025-02,2025-03,NT421,KINGS OAK HOSPITAL,918,908,-10,True
2025-02,2025-03,NT422,LONDON INDEPENDENT HOSPITAL,3985,3870,-115,True
2025-02,2025-03,NT423,MANOR HOSPITAL,899,890,-9,True
2025-02,2025-03,NT424,MERIDEN HOSPITAL,1691,1787,96,True
2025-02,2025-03,NT427,PARK HOSPITAL,1054,1063,9,True
2025-02,2025-03,NT428,PRINCESS MARGARET HOSPITAL,119,104,-15,True
2025-02,2025-03,NT429,PRIORY HOSPITAL,984,961,-23,True
2025-02,2025-03,NT430,RIDGEWAY HOSPITAL,402,366,-36,True
2025-02,2025-03,NT431,RUNNYMEDE HOSPITAL,101,84,-17,True
2025-02,2025-03,NT433,SARUM ROAD HOSPITAL,348,354,6,True
2025-02,2025-03,NT434,SAXON CLINIC,677,684,7,True
2025-02,2025-03,NT435,SHELBURNE HOSPITAL,166,176,10,True
2025-02,2025-03,NT436,SHIRLEY OAKS HOSPITAL,1015,995,-20,True
2025-02,2025-03,NT437,SLOANE HOSPITAL,757,783,26,True
2025-02,2025-03,NT440,THORNBURY HOSPITAL,579,601,22,True
2025-02,2025-03,NT441,THREE SHIRES HOSPITAL,3230,3369,139,True
2025-02,2025-03,NT443,WINTERBOURNE HOSPITAL,286,274,-12,True
2025-02,2025-03,NT445,EDGBASTON HOSPITAL,1,1,0,True
2025-02,2025-03,NT446,ST EDMUNDS HOSPITAL,606,624,18,True
2025-02,2025-03,NT447,DUCHY HOSPITAL,515,493,-22,True
2025-02,2025-03,NT448,HUDDERSFIELD PRIVATE HOSPITAL,739,775,36,True
2025-02,2025-03,NT449,LANCASTER PRIVATE HOSPITAL,434,420,-14,True
2025-02,2025-03,NT450,LINCOLN PRIVATE HOSPITAL,1401,1213,-188,True
2025-02,2025-03,NT451,CAVELL HOSPITAL,1263,1316,53,True
2025-02,2025-03,NT455,MOUNT ALVERNIA HOSPITAL,197,214,17,True
2025-02,2025-03,NT457,WOODLANDS HOSPITAL,2182,2043,-139,True
2025-02,2025-03,NT490,SOUTHEND PRIVATE HOSPITAL,696,702,6,True
2025-02,2025-03,NTE02,ST HUGH'S HOSPITAL,2883,2901,18,True
2025-02,2025-03,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,8474,8249,-225,True
2025-02,2025-03,NTP13,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,2153,2116,-37,True
2025-02,2025-03,NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,6148,6050,-98,True
2025-02,2025-03,NTP16,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,896,1080,184,True
2025-02,2025-03,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,1799,1789,-10,True
2025-02,2025-03,NTPAE,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,1046,1104,58,True
2025-02,2025-03,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,2650,2672,22,True
2025-02,2025-03,NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,4841,5004,163,True
2025-02,2025-03,NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,2935,3080,145,True
